Date,sentiment_mean,n_news
2008-01-02,0.16264474391937256,3
2008-01-03,0.9999986886978149,1
2008-01-07,0.9838525056838989,1
2008-01-09,-0.4923173487186432,2
2008-01-10,0.0,1
2008-01-22,0.0030207782983779907,4
2008-01-29,0.0,1
2008-01-30,0.0,1
2008-02-01,-0.9999924898147583,1
2008-02-05,-0.6666535139083862,3
2008-02-11,-0.7822530567646027,2
2008-02-21,0.0,1
2008-02-22,-0.49959293007850647,2
2008-02-28,0.0,1
2008-02-29,-0.9996320009231567,1
2008-03-05,0.0,1
2008-03-07,-0.4992043077945709,2
2008-03-10,-0.999359667301178,1
2008-03-11,0.0,1
2008-03-18,0.0,1
2008-03-27,-0.999970555305481,1
2008-04-02,0.9708686470985413,1
2008-04-07,0.0,1
2008-04-16,0.4999890923500061,2
2008-04-22,0.0,1
2008-04-23,-0.9999935626983643,1
2008-04-24,-0.9999992847442627,1
2008-04-25,0.0,1
2008-05-05,0.0,1
2008-05-06,0.9887942671775818,1
2008-05-07,0.0,1
2008-05-08,-0.9999539852142334,1
2008-05-12,0.0031218727429707846,3
2008-05-16,-0.9883434176445007,1
2008-05-21,0.9952418804168701,1
2008-05-23,0.0,1
2008-05-27,0.0,1
2008-05-29,-0.9997627139091492,1
2008-06-02,-0.9994508624076843,1
2008-06-04,0.9999998807907104,2
2008-06-05,0.9999986886978149,1
2008-06-09,-0.9874350130558014,2
2008-06-13,0.9941562414169312,1
2008-06-20,-0.9998552799224854,1
2008-06-24,0.4999324679374695,2
2008-07-01,0.0,1
2008-07-02,-0.8649048209190369,2
2008-07-07,0.9987167119979858,1
2008-07-09,0.0,1
2008-07-14,0.0,1
2008-07-23,0.0,1
2008-07-29,0.7259490489959717,1
2008-07-31,0.0,1
2008-08-01,0.9999955892562866,1
2008-08-04,1.0,1
2008-08-08,0.0,1
2008-08-13,-0.8848806023597717,1
2008-08-14,0.0,1
2008-08-19,0.0,2
2008-08-26,0.49967750906944275,2
2008-08-27,0.0,2
2008-08-28,0.0,1
2008-09-03,-0.999996542930603,1
2008-09-09,0.0,1
2008-09-10,0.0,1
2008-09-11,0.0,1
2008-09-15,-0.9996991157531738,1
2008-09-16,-0.9779280722141266,2
2008-09-17,-0.9994660019874573,1
2008-09-19,0.0,1
2008-09-24,0.0,1
2008-09-26,0.0,1
2008-09-29,-0.6652292410532633,3
2008-10-01,0.0,1
2008-10-06,0.0,1
2008-10-07,-0.9160431027412415,1
2008-10-13,-0.9999997615814209,1
2008-10-15,0.0,2
2008-10-17,0.0,2
2008-10-20,0.0,1
2008-10-21,0.0,1
2008-10-23,-0.4999706745147705,2
2008-10-24,-0.4999532103538513,2
2008-10-29,0.0,1
2008-10-30,-0.49111583828926086,2
2008-11-03,0.00042754411697387695,3
2008-11-04,0.0,1
2008-11-05,0.0,1
2008-11-07,0.0,1
2008-11-10,0.0,1
2008-11-11,-0.15790438652038574,2
2008-11-17,-0.9988740682601929,2
2008-11-21,0.0,1
2008-11-24,0.9999973773956299,1
2008-11-26,0.0,1
2008-12-01,0.0,1
2008-12-02,0.0,1
2008-12-03,0.9999977350234985,1
2008-12-04,-0.9999984502792358,1
